	texts	labels
1323	核信用卡沒有	121
1324	核信用卡很慢	121
1325	核信用卡查詢	121
1326	核信用卡流程	121
1327	核信用卡通知	121
1328	核信用卡進度網路查詢	121
1329	國定假日審信用卡	121
1330	寄送新戶通知可是尚未收新戶	121
1331	通過進度	121
1332	發信用卡進度	121
1333	想查詢申請信用卡的進度	121
1334	想請問我的ubear 信用卡辦信用卡進度	121
1335	新戶未收	121
1336	新戶查詢信用卡申請信用卡進度	121
1337	新戶要何時可以前往領信用卡	121
1338	新戶核信用卡進度	121
1339	新信用卡幫寄送	121
1340	新用信用卡申請最快何時	121
1341	新辦信用卡進度查詢	121
1342	網路申請信用卡進度	121
1343	製信用卡中最快何時寄送	121
1344	審核中的信用卡片最慢什麼時候會拿到	121
1345	審核信用卡進度	121
1346	寫聯徵審核中	121
1347	請問only信用卡 何時才能收到實體信用卡呢	121
1348	請問申請信用卡都要很久嗎？	121
1349	請問有收到申請信用卡的補件資料嗎？	121
1350	請問信用卡什麼時候會寄到我家	121
1351	請問信用卡什麼時候會寄到現居地址	121
1352	請問信用卡申請一般需要幾天呢	121
1353	請問信用卡核信用卡要等大約多久？	121
1354	請問信用卡徵信審核需要多久呢	121
1355	請問信用卡辦信用卡徵信審核需要多久呢	121
1356	請問國民旅遊信用卡申辦天數約幾天	121
1357	辦信用卡進度	121
1358	辦信用卡要多久	121
1359	辨信用卡進度	121
1360	如何申辦信用卡目前狀態	121
1361	查詢信用卡目前進度	121
1362	剛申辦信用卡要多久能收到	121
1363	多久能收到卡片	121
1364	目前卡片進度	121
1365	申辦卡片流程	121
1366	申辦卡片進度	121
1367	卡片審核進度查詢	121
1368	尚未收到新申辦信用卡	121
1369	申請信用卡核卡天數	121
1370	申請信用卡要多久	121
1371	信用卡申請進度	121
1372	我的辦卡進度	121
1373	辦卡進度	121
1374	信用卡要怎麼開卡使用	123
1375	可以幫我開卡嗎	123
1376	麻煩幫我開卡	123
1377	開卡要怎麼辦	123
1378	開卡服務	123
1379	申請卡片開卡服務	123
1380	沒開卡怎麼申請	123
1381	網路信用卡開卡作業	123
1382	煩請開卡	123
1383	使用信用卡開卡認證	123
1384	網路可以開卡	123
1385	開啟卡	123
1386	新戶怎麼開卡	123
1387	附卡開卡	123
1388	開啟信用卡	123
1389	我要開卡	123
1390	我想開卡	123
1391	我想要開卡	123
1392	信用卡要開卡	123
1393	我要開信用卡	123
1394	我想開信用卡	123
1395	我想要開信用卡	123
1396	如何開卡	123
1397	要去哪裡開卡	123
1398	新戶開卡密碼	123
1399	我剛剛有刷卡想要分期付款	132_1
1400	可以申期分期付款嗎	132_1
1401	昨天去家樂福的消費幫我分12期	132_1
1402	我要分三期零利率	132_1
1403	能不能分期付款	132_1
1404	消費分期零利率活動	132_1
1405	刷卡分期方式	132_1
1406	有沒有分期付款的申請書	132_1
1407	幫我設定分成12期	132_1
1408	簽帳單筆分期設定	132_1
1409	要刷卡分12期會產生什麼費用	132_1
1410	零利率分期	132_1
1411	消費得分優惠滿分	132_1
1412	分期零利率設定	132_1
1413	要設定分期	132_1
1414	交易商品分期付款	132_1
1415	網路申請信用卡分期零利率網路	132_1
1416	分期輕鬆繳款	132_1
1417	分期零利率	132_1
1418	國外分期	132_1
1419	什麼主動分期	132_1
1420	信用卡單筆分期設定	132_1
1421	分期設定	132_1
1422	信用卡分期設定	132_1
1423	消費得分試算	132_1
1424	怎麼辨理分期	132_1
1425	玉山分期零利率信用卡	132_1
1426	網路分期	132_1
1427	pi拍錢包信用卡分期付款	132_1
1428	附卡要申請分期	132_1
1429	設定卡號分期	132_1
1430	pi拍錢包信用卡分期	132_1
1431	信用卡國外分期	132_1
1432	信用卡消費分期零利率	132_1
1433	外籍人士刷卡得分	132_1
1434	如何就此筆金額分期	132_1
1435	查詢分期	132_1
1436	可以使用分期付款	132_1
1437	申報分期	132_1
1438	哪張信用卡可以分期付款	132_1
1439	一般分期	132_1
1440	信用卡分期	132_1
1441	我要信用卡分期	132_1
1442	信用卡有零利率分期嗎	132_1
1443	信用卡分期怎麼申請	132_1
1444	設定信用卡分期	132_1
1445	我要設定信用卡分期	132_1
1446	我的信用卡要分期	132_1
1447	信用卡分期付款幾期	132_1
1448	申請帳單分期服務	132_2
1449	信用卡繳款帳單分期	132_2
1450	申請帳單分期要查詢是否申請成功	132_2
1451	帳單不能分期	132_2
1452	帳單轉分期	132_2
1453	信用卡可用餘額分期	132_2
1454	申請分期信用卡款	132_2
1455	帳單消費分期	132_2
1456	申請本期信用卡款分期付款	132_2
1457	帳單消費分期設定方法	132_2
1458	信用卡帳單分期申請進度	132_2
1459	要使用網路帳單分期	132_2
1460	雙幣信用卡帳單分期	132_2
1461	我帳單想分期	132_2
1462	這期帳單可以分期嗎	132_2
1463	我要帳單分期	132_2
1464	申請帳單分期	132_2
1465	帳單怎麼分期	132_2
1466	帳單可以分期嗎	132_2
1467	帳單分期有利息嗎	132_2
1468	帳單分期的條件	132_2
1469	怎麼申請帳單分期	132_2
1470	如何申請帳單分期	132_2
1471	信用卡帳單如何申請分期	132_2
1472	帳單分期有額度限制嗎	132_2
1473	保單分12期 使用PI有1.5%回饋嗎	132_3
1474	pi拍錢包信用卡首期要怎麼登錄	132_3
1475	pi拍錢包信用卡產險分期	132_3
1476	pi拍錢包信用卡扣繳	132_3
1477	pi拍錢包信用卡認同卡保費分期	132_3
1478	pi拍錢包信用卡分期零利率	132_3
1479	pi拍錢包信用卡壽險	132_3
1480	pi拍錢包信用卡認同卡分期	132_3
1481	p幣卡保費分期	132_3
1482	PI卡保費活動	132_3
1483	PI卡有保費分期零利率嗎	132_3
1484	PI卡保費回饋	132_3
1485	PI卡扣保費活動	132_3
1486	pi卡繳保費	132_3
1487	PI卡保險分期怎麼登錄	132_3
1488	PI卡保險分期還有回饋嗎	132_3
1489	PI卡刷保險如果分12期還有回饋嗎	132_3
1490	PI卡有保險分期活動嗎	132_3
1491	PI卡怎麼登錄分期活動	132_3
1492	用PI卡刷保險如果分期還有回饋1.5%嗎	132_3
1493	如果用PI卡刷保險可以參加分期嗎	132_3
1494	如果用PI卡刷保險登陸分期還有給回饋嗎	132_3
1495	PI卡刷所有保險都可以分期嗎	132_3
1496	如果之前已經登錄過PI卡保險分期還要登嗎	132_3
1497	刷pi拍錢包信用卡所有保險都可以分期嗎	132_3
1498	如果刷pi拍錢包信用卡付保費可以分期嗎	132_3
1499	用PI卡刷保費一定要分期才會給1.5%回饋嗎	132_3
1500	公務人員國民旅遊卡保費學費分期設定	132_4
1501	公務人員國民旅遊卡分期登錄	132_4
1502	公務人員國民旅遊卡零利率分期優惠	132_4
1503	公務人員國民旅遊卡十期	132_4
1504	公務人員國民旅遊卡單筆分期設定	132_4
1505	國民旅遊分期付款	132_4
1506	公務人員國民旅遊卡單筆分期	132_4
1507	國旅卡可以分期嗎	132_4
1508	國旅卡消費分期	132_4
1509	國旅卡零利率分期	132_4
1510	國旅卡設定分期	132_4
1511	國旅十期	132_4
1512	國旅卡分期	132_4
1513	國民旅遊卡如何申請分期免利登錄	132_4
1514	國民旅遊卡保費設定分期期數	132_4
1515	國民旅遊卡分期優惠活動查詢	132_4
1516	國旅卡單筆分期享零利率優惠	132_4
1517	國旅卡消費享分 10 期零利率優惠	132_4
1518	公務人員國旅卡最新分期優惠	132_4
1519	國民旅遊卡免息分期活動	132_4
1520	刷國民旅遊卡要分期	132_4
1521	刷國旅卡分期還有回饋嗎	132_4
1522	刷國旅卡設定分期還可以請領補助嗎	132_4
1523	用國旅卡刷醫療費用可以分期嗎	132_4
1524	公務人員國民旅遊卡分期零利率活動	132_4
1525	請問我要申請南山人壽的卡分期12期要怎麼處理	132_5
1526	南山悠遊聯名卡分期零利率	132_5
1527	南山扣繳	132_5
1528	南山首期要怎麼登錄	132_5
1529	南山認同卡保費分期	132_5
1530	南山人壽繳款分期	132_5
1531	請問玉山南山聯名卡有12期0利率嗎	132_5
1532	南山分期申請	132_5
1533	南山保費登錄分期	132_5
1534	南山聯名卡分期利息	132_5
1535	南山聯名卡分期活動	132_5
1536	南山聯名卡分期回饋	132_5
1537	南山聯名卡繳保費	132_5
1538	南山保費分期	132_5
1539	南山保費分期折扣	132_5
1540	南山卡要分期	132_5
1541	南山卡保費分期	132_5
1542	南山聯名卡分期登錄	132_5
1543	南山聯名卡保費分期活動	132_5
1544	南山聯名卡保費分期有回饋嗎	132_5
1545	南山聯名卡刷保險可以分幾期	132_5
1546	南山聯名卡多少錢的保費可以分期	132_5
1547	南山聯名卡如果分期可以提前結清嗎	132_5
1548	南山聯名卡刷保險以外可以分期免息嗎	132_5
1549	南山卡扣繳保費分期	132_5
1550	刷卡繳保費單筆滿額享 8 期 / 12 期 0 利率分期	132_6
1551	保費分期有限哪家保險	132_6
1552	請問玉山only卡 是否使用保費分期 0利率	132_6
1553	保費分期	132_6
1554	三商美邦保費分期	132_6
1555	不是南山可以分期	132_6
1556	分期車險	132_6
1557	汽車保險分期	132_6
1558	分期扣繳保費	132_6
1559	保費分期可用信用卡	132_6
1560	分期繳款保費	132_6
1561	only卡可以辦保費分期嗎？	132_6
1562	旅遊平安險分期設定	132_6
1563	玉山信用卡繳款保費	132_6
1564	保費零利率信用卡	132_6
1565	怎麼分期保費	132_6
1566	玉山卡繳款保費	132_6
1567	保險就愛消費玉山卡分期零利率	132_6
1568	信用卡繳款保費	132_6
1569	扣保費	132_6
1570	保費分期申請	132_6
1571	保費12期零利率申請	132_6
1572	查詢保費分期	132_6
1573	保費分期只有南山	132_6
1574	保險金額信用卡分期	132_6
1575	保費12期	132_6
1576	保費繳款分期	132_6
1577	現在還有保險分期？	132_6
1578	保費登入	132_6
1579	產險分期	132_6
1580	信用卡繳款學費分期活動	132_7
1581	輕鬆優惠繳款學費	132_7
1582	學費紅利折抵	132_7
1583	學費分期登錄	132_7
1584	國旅學費分期	132_7
1585	請問我剛剛刷卡繳學費，那筆費用可以分期嗎	132_7
1586	家樂福icash聯名卡繳款學費	132_7
1587	怎麼申請學費信用卡分期	132_7
1588	查詢學費分期	132_7
1589	學費登錄分期	132_7
1590	公務人員國民旅遊卡分期學費	132_7
1591	消費學雜費	132_7
1592	學雜費零利率登錄	132_7
1593	信用卡繳學費活動	132_7
1594	我要登錄學費活動	132_7
1595	信用卡繳學費有活動嗎	132_7
1596	學費要分期	132_7
1597	學費想分期	132_7
1598	學費想要分期	132_7
1599	信用卡繳學費有零利率分期嗎	132_7
1600	信用卡繳學費有零利率活動嗎	132_7
1601	信用卡繳學費優惠	132_7
1602	信用卡繳學費折扣	132_7
1603	信用卡繳學費分期	132_7
1604	信用卡繳學費限制	132_7
1605	預借現金	133_1
1606	要怎麼使用atm預借現金	133_1
1607	預借現金匯到帳戶	133_1
1608	信用卡可以預借現金嗎	133_1
1609	可以用信用卡借錢嗎	133_1
1610	要怎麼使用信用卡預借現金	133_1
1611	預借現金設定方式	133_1
1612	我想要用信用卡預支一筆錢	133_1
1613	信用卡預借現金使用方式	133_1
1614	什麼信用卡可以預借現金	133_1
1615	信用卡國外提款	133_1
1616	信用卡提款	133_1
1617	信用卡預借現金資格	133_1
1618	信用卡預借現金繳款	133_1
1619	信用卡錢貸款	133_1
1620	怎麼信用卡錢預支	133_1
1621	玉山卡怎麼預借現金	133_1
1622	國內國外預借現金差異地方什麼	133_1
1623	國外日光錢不夠怎麼預借現金	133_1
1624	國外信用卡atm預借現金	133_1
1625	國外信用卡提款	133_1
1626	國際組織提款	133_1
1627	信用卡卡預借現金	133_1
1628	信用卡預支錢	133_1
1629	信用卡預支錢密碼設定	133_1
1630	信用卡預支錢開啟	133_1
1631	預借現金atm	133_1
1632	預借現金什麼	133_1
1633	預借現金分行	133_1
1634	預借現金分期要電洽客服	133_1
1635	預借現金手續費告訴	133_1
1636	預借現金世界卡	133_1
1637	預借現金使用方法	133_1
1638	預借現金怎麼申請	133_1
1639	申請預借現金密碼	133_2
1640	atm預借現金密碼	133_2
1641	申請預借現金密碼	133_2
1642	設定預借現金密碼	133_2
1643	我要申請預借現金密碼	133_2
1644	信用卡預借現金密碼申請	133_2
1645	信用卡預借新金密碼設定	133_2
1646	預借現金密碼設定	133_2
1647	信用卡提領密碼設定	133_2
1648	ATM預借現金	133_2
1649	ATM預借現金設定	133_2
1650	信用卡借錢設定	133_2
1651	線上預借現金	133_2
1652	預借現金密碼忘記	133_2
1653	預借現金密碼查詢	133_2
1654	預借現金密碼重設	133_2
1655	預借現金密碼申請	133_2
1656	預借現金密碼鎖住	133_2
1657	atm預借現金密碼忘記	133_2
1658	atm預借現金密碼查詢	133_2
1659	atm預借現金密碼重設	133_2
1660	信用卡借錢的密碼	133_2
1661	忘記ATM信用卡借錢密碼	133_2
1662	重設信用卡預借密碼	133_2
1663	線上預借現金密碼忘記	133_2
1664	預借現金會有什麼費用	133_3
1665	除了借款金額還有什麼其他費用要繳嗎	133_3
1666	預借現金手續費要收多少	133_3
1667	預借現金利息是多少	133_3
1668	預借現金要加收多少錢	133_3
1669	預借現金要多付多少錢	133_3
1670	ATM預借手續費怎麼計算	133_3
1671	網路預借手續費怎麼計算	133_3
1672	ATM預借手續費收多少	133_3
1673	網路預借手續費收多少	133_3
1674	預借現金會有費用嗎	133_3
1675	預借現金會有手續費嗎	133_3
1676	國內外預借現金手續費差異	133_3
1677	信用卡預借現金會收手續費嗎	133_3
1678	預借現金手續費	133_3
1679	預借現金手續費怎麼收	133_3
1680	預借現金手續費多少	133_3
1681	預借現金利息多少	133_3
1682	預借現金手續費多少錢	133_3
1683	信用卡預借手續費	133_3
1684	國外預借現金手續費	133_3
1685	國外預借現金手續費如何收費	133_3
1686	國外預借現金手續費怎麼收取	133_3
1687	預借現金手續費如何計算	133_3
1688	預借現金有手續費嗎	133_3
1689	我要預借現金可以借多少	134
1690	查詢目前預借現金借了多少	134
1691	信用卡預借現金還有多少額度可以使用	134
1692	要怎麼知道我還有多少額度可以預借	134
1693	幫我查預現還有多少	134
1694	不知道預借現金額度	134
1695	做預借現金額度的查詢	134
1696	我的預借現金總額度是多少	134
1697	預借現金有額度限制嗎	134
1698	信用卡額度可以借多少	134
1699	國外預借現金額度	134
1700	預借現金額度查詢方法	134
1701	信用卡可以借多少	134
1702	查詢預借現金額度	134
1703	預借現金額度有多少	134
1704	還能預借多少	134
1705	還能預借現金多少	134
1706	為什麼不能預借現金	134
1707	預借額度查詢	134
1708	可以預借現金嗎	134
1709	可借用現金	134
1710	申請借用現金額度	134
1711	借用現金查詢	134
1712	我要預借現金	134
1713	卡片借用現金	134
1714	忘記國旅卡檢核系統密碼	136
1715	國旅卡系統密碼忘記	136
1716	忘記國旅卡帳號密碼	136
1717	要怎麼重新設定檢核系統帳密	136
1718	檢核系統帳密重設	136
1719	要怎麼重新申請國旅卡密碼	136
1720	國旅補助系統密碼忘記了	136
1721	公務人員檢核系統帳密重設	136
1722	不知道公務人員檢何系統密碼	136
1723	國旅卡查詢網站密碼錯誤3次如何解鎖	136
1724	國旅檢核系統登入資料鎖住	136
1725	公務人員國民旅遊卡密碼怎麼重新設定	136
1726	變更公務人員國民旅遊卡密碼	136
1727	國旅卡密碼重設	136
1728	檢核系統密碼忘記	136
1729	檢核系統密碼查詢	136
1730	國旅卡密碼設定	136
1731	國旅卡密碼忘記	136
1732	國旅卡密碼查詢	136
1733	國民旅遊卡忘記帳號密碼	136
1734	如何重設國民旅遊卡帳密	136
1735	檢核系統密碼重設	136
1736	檢核系統預設密碼	136
1737	如何重新找回檢核系統密碼	136
1738	國旅卡檢核密碼忘記	136
1739	你們有免費道路救援嗎	#32
1740	刷多少錢可以免費道路救援	#32
1741	道救	#32
1742	國旅卡可以免費道路救援嗎	#32
1743	我需要車子拖吊服務	#32
1744	道路救援有哪些服務	#32
1745	怎樣可以使用道路救援服務	#32
1746	only卡有拖吊服務嗎	#32
1747	要怎麼拖吊	#32
1748	拖吊服務是免費的嗎	#32
1749	我的汽車要拖吊到維修廠	#32
1750	道救車號登記	#32
1751	幫我申請道路救援	#32
1752	我要道路救援	#32
1753	我現在要拖吊	#32
1754	我車子可以拖吊嗎	#32
1755	道路救援條件	#32
1756	道路救援區域	#32
1757	車子壞掉求救	#32
1758	車子被拖吊	#32
1759	我現在需要拖吊	#32
1760	怎麼登錄道錄救援	#32
1761	車子需要拖吊	#32
1762	我的卡片可以拖吊嗎	#32
1763	我的卡片可以登錄道救嗎	#32
1764	請問有免費拖吊	#32
1765	我的卡片拖吊條件是什麼	#32
1766	道路救援可以登錄幾台車	#32
1767	請問紅利點數要如何兌換	14_1
1768	紅利點數兌換有問題	14_1
1769	如何兌換航空里程	14_1
1770	超商可以換紅利點數嗎	14_1
1771	我的紅利點數要如何兌換商品	14_1
1772	紅利點數可以兌換什麼東西	14_1
1773	紅利點數要怎麼兌換超商商品	14_1
1774	我要兌換紅利	14_1
1775	紅利點數能兌換現金嗎	14_1
1776	紅點要如何兌換	14_1
1777	公司紅利	14_1
1778	紅利扣繳	14_1
1779	信用卡紅利兌換申請書	14_1
1780	超商紅利商品	14_1
1781	紅利交換	14_1
1782	紅利兌換郵購訂購單公司	14_1
1783	哩程回饋	14_1
1784	紅利公司	14_1
1785	紅利可以折抵帳單	14_1
1786	公司卡紅利	14_1
1787	語音兌換紅利	14_1
1788	信用卡紅利使用	14_1
1789	兌點	14_1
1790	信用卡紅利專區	14_1
1791	變更紅利	14_1
1792	兌換超商商品	14_1
1793	紅利專區	14_1
1794	語音紅利兌換	14_1
1795	公司信用卡紅利兌換	14_1
1796	電子帳單贈送紅利可以幹什麼	14_1
1797	網路紅利專區	14_1
1798	超商兌換	14_1
1799	超商商品兌換	14_1
1800	提供紅利兌換方法	14_1
1801	紅利199	14_1
1802	超商兌換紅利	14_1
1803	紅利兌換失敗	14_1
1804	紅利兌換超商	14_1
1805	紅利兌換方法哪種	14_1
1806	歡樂199	14_1
1807	紅利航空	14_1
1808	紅利商品	14_1
1809	電話版可兌換紅利	14_1
1810	語音兌換紅利商品	14_1
1811	點數說明	14_1
1812	國外要停車怎麼使用	14_2
1813	機場周邊免費停車疑問	14_2
1814	查詢是否符合機場周圍免費停車	14_2
1815	桃機停車優惠	14_2
1816	桃園機場特約停車場	14_2
1817	機場停車預約	14_2
1818	停車場配合廠商	14_2
1819	刷卡機場周圍停車	14_2
1820	連勝外圍停車	14_2
1821	嘟嘟房中正旗艦站地址	14_2
1822	晶緻卡班機停車	14_2
1823	外圍停車優惠價	14_2
1824	團費80%停車	14_2
1825	外圍停車優惠怎麼申請	14_2
1826	機場附近停車優惠	14_2
1827	大鵬外圍停車	14_2
1828	國外要停車	14_2
1829	松山機場優惠停車	14_2
1830	申請出國免費停車	14_2
1831	要預約桃園連勝	14_2
1832	請問刷卡買國內機票至金門，可否免費約定機場外圍停車場呢	14_2
1833	國外停車場要預約	14_2
1834	信用卡出國停車場服務	14_2
1835	怎麼可以外圍停車	14_2
1836	信用卡免費外圍停車	14_2
1837	國內機場停車優惠	14_2
1838	桃園機場停車服務	14_2
1839	玉山公務人員國民旅遊卡是否使用外圍停車優惠	14_2
1840	機場外圍停車的條件	14_2
1841	機場外圍停車可以停幾天	14_2
1842	松山機場有配合的停車場嗎	14_2
1843	清泉崗機場有配合的停車場嗎	14_2
1844	桃園機場目前配合哪些停車場	14_2
1845	小港機場目前配合哪些停車場	14_2
1846	清泉崗機場目前配合哪些停車場	14_2
1847	松山機場目前配合哪些停車場	14_2
1848	機場貴賓廳	14_3
1849	玉山pi卡刷滿2萬旅費申請龍騰卡若使用貴賓室需要付費嗎	14_3
1850	貴賓卡優惠	14_3
1851	機場貴賓室白金卡	14_3
1852	龍騰卡次數	14_3
1853	機場貴賓室使用疑問	14_3
1854	消費機票機場貴賓室	14_3
1855	機場貴賓室	14_3
1856	機場貴賓席優惠	14_3
1857	是否機場貴賓室使用	14_3
1858	機場貴賓室國外機票	14_3
1859	貴賓室是配合哪間	14_3
1860	我卡片可以使用貴賓室嗎	14_3
1861	信用卡可以使用貴賓室嗎	14_3
1862	信用卡可以免費使用貴賓室嗎	14_3
1863	國內旅遊可以使用貴賓室嗎	14_3
1864	免費使用貴賓室的條件	14_3
1865	貴賓卡有實體卡嗎	14_3
1866	刷國內機票可以使用貴賓室嗎	14_3
1867	刷國外機票可以使用貴賓室嗎	14_3
1868	我的信用卡可用vip室嗎	14_3
1869	哪裡有機場貴賓室可用	14_3
1870	我的信用卡怎麼使用貴賓室	14_3
1871	怎麼申請貴賓卡	14_3
1872	我的信用卡要刷多少才可以用貴賓室	14_3
1873	vip卡怎麼申請	14_3
1874	機場貴賓卡怎麼申請	14_3
1875	刷團費可以用機場貴賓室嗎	14_3
1876	刷機票可以用機場貴賓室嗎	14_3
1877	刷團費可以用幾次機場貴賓室	14_3
1878	刷機票可以用幾次機場貴賓室	14_3
1879	使用機場貴賓室要付錢嗎	14_3
1880	哪些卡可以免費使用機場貴賓室	14_3
1881	沒有刷機票可以使用機場貴賓室嗎	14_3
1882	沒有刷團費可以使用機場貴賓室嗎	14_3
1883	機場貴賓室怎麼收費	14_3
1884	附卡旅遊平安險	14_4
1885	理賠身分	14_4
1886	消費贈送旅遊平安險	14_4
1887	信用卡旅遊險	14_4
1888	刷卡機票意外險	14_4
1889	怎麼消費申請免費旅遊平安險	14_4
1890	旅遊險是否提前登錄	14_4
1891	消費飛機票保險	14_4
1892	信用卡機票保險	14_4
1893	消費申購機票提供保險	14_4
1894	旅遊險是否登錄	14_4
1895	信用卡提前消費訂金再消費可用餘額可以符合旅遊平安險	14_4
1896	信用卡支付團費保險	14_4
1897	團費消費贈送保險	14_4
1898	出國刷玉山卡有保險嗎	14_4
1899	信用卡旅平險	14_4
1900	出國刷信用卡有保險嗎	14_4
1901	信用卡旅平險保額多少	14_4
1902	信用卡旅遊平安險	14_4
1903	贈送旅遊保險	14_4
1904	贈送旅平險	14_4
1905	贈送不便險	14_4
1906	持卡享有保險	14_4
1907	機票刷卡保險	14_4
1908	出國保險	14_4
1909	市區停車優惠查詢	14_5
1910	開車停車優惠	14_5
1911	紅利折抵市區停車	14_5
1912	聯通停車優惠	14_5
1913	哪種卡市區停車服務	14_5
1914	南山悠遊聯名卡市區停車	14_5
1915	市區停車優惠次數查詢	14_5
1916	市區停車優惠資格	14_5
1917	停車3小時	14_5
1918	市內停車	14_5
1919	市區停車	14_5
1920	國內聯通停車	14_5
1921	國內聯通紅利	14_5
1922	要市區停車	14_5
1923	我的卡片的市區停車條件是什麼	14_5
1924	我這個月可以市區停車嗎	14_5
1925	我卡片可以停嘟嘟房嗎	14_5
1926	我卡片可以停台灣聯通嗎	14_5
1927	市區停車資格我符合嗎	14_5
1928	免費市區停車可以停幾小時	14_5
1929	我的信用卡可以免費市區停車嗎	14_5
1930	信用卡要怎樣才可以免費市區停車	14_5
1931	免費市區停車的條件是什麼	14_5
1932	市區停車跟哪幾家配合	14_5
1933	可以用紅利折抵市區停車嗎	14_5
1934	機場接送	151
1935	機場接送卡別	151
1936	我的卡可以預約機場接送嗎	151
1937	到府接送去機場	151
1938	機接	151
1939	送我去機場	151
1940	信用卡消費機場接送	151
1941	查詢信用卡是否還有免費預約機場接送次數	151
1942	叫車輛服務	151
1943	桃園機場機場接駁	151
1944	機場接送優惠特約	151
1945	機場叫車輛	151
1946	查詢機場接送免費	151
1947	國外免費機場接送	151
1948	怎麼使用機場機場接送	151
1949	刷卡機場機場接送	151
1950	機場接駁服務	151
1951	信用卡可以預約機場接送	151
1952	信用卡優惠機場接送	151
1953	機場接送價錢	151
1954	機場接送服務什麼資格	151
1955	機場機場接送	151
1956	信用卡機場接送介紹	151
1957	紅利兌換機場接送	151
1958	機場接送要哪張信用卡	151
1959	國外是否機場接送	151
1960	教師卡機場接送	151
1961	機場免費機場接送資格	151
1962	怎麼叫機場接送	151
1963	國外機場接送	151
1964	機場贈送接	151
1965	機場接送查詢	151
1966	出國機場接送	151
1967	獲得機場接送	151
1968	機場接駁	151
1969	接駁車價格	151
1970	如何獲得機場接駁	151
1971	機場接駁條件	151
1972	辦卡享有機場接駁	151
1973	信用卡機場接駁	151
1974	出國機場接駁	151
1975	機場接駁限制	151
1976	機場接駁多少錢	151
1977	機場接送服務	151
